symbol,date,open,high,low,close,volume
BCM,2025-04-08,57371,58497,56741,57942,249105
BCM,2025-04-07,60259,61238,59487,59904,302079
BCM,2025-04-06,55947,57672,55077,56774,712609
BCM,2025-04-05,57004,57618,56372,56766,281834
BCM,2025-04-04,57238,58161,56166,56366,761413
BCM,2025-04-03,58310,59027,57784,58334,643425
BCM,2025-04-02,55549,57425,54705,56504,917016
BCM,2025-04-01,56247,56914,56008,56481,636834
BCM,2025-03-31,57935,58985,57839,58134,676083
BCM,2025-03-30,58235,58373,57772,57961,443650
BCM,2025-03-29,58256,58336,57369,58223,133845
BCM,2025-03-28,58479,59695,57817,58735,536375
BCM,2025-03-27,58730,59130,57607,58533,644024
BCM,2025-03-26,56444,57558,56390,56885,331381
BCM,2025-03-25,55086,55725,54437,55206,531493
BCM,2025-03-24,57051,57925,56131,56326,486083
BCM,2025-03-23,55411,55760,54257,55075,833723
BCM,2025-03-22,58398,59175,57199,57473,496577
BCM,2025-03-21,56047,56952,55690,56433,202781
BCM,2025-03-20,54459,55323,53483,54912,924252
BCM,2025-03-19,58145,58708,56654,57643,211380
BCM,2025-03-18,54660,56026,54589,55542,876989
BCM,2025-03-17,53672,55059,52780,54354,330568
BCM,2025-03-16,57443,58688,56670,57860,816623
BCM,2025-03-15,55617,56941,55139,56466,933718
BCM,2025-03-14,55078,55788,54660,55644,405444
BCM,2025-03-13,56187,56356,55253,55697,902755
BCM,2025-03-12,57474,58280,56194,57086,335085
BCM,2025-03-11,55801,56432,55637,56269,100816
BCM,2025-03-10,54565,55547,53760,54768,264488
BCM,2025-03-09,53058,53654,52968,53523,751862
BCM,2025-03-08,57030,57116,56707,56846,142552
BCM,2025-03-07,56423,57405,56068,56342,634980
BCM,2025-03-06,55664,56237,54985,55818,247257
BCM,2025-03-05,54143,55227,53247,54707,522411
BCM,2025-03-04,54951,55309,54142,54766,308030
BCM,2025-03-03,55863,56980,55735,56833,492021
BCM,2025-03-02,55924,56400,55184,55951,230557
BCM,2025-03-01,54333,55204,54276,54614,680727
BCM,2025-02-28,55384,55791,55357,55737,565346
BCM,2025-02-27,52566,53221,52211,53106,136053
BCM,2025-02-26,53040,53340,52374,53225,330181
BCM,2025-02-25,54286,54914,54260,54542,173290
BCM,2025-02-24,55973,56288,55258,55277,457440
BCM,2025-02-23,54653,55531,53986,55123,758532
BCM,2025-02-22,55497,56550,55105,55768,199076
BCM,2025-02-21,53664,54310,52408,52886,556581
BCM,2025-02-20,52059,53831,51239,52946,122031
BCM,2025-02-19,53163,54840,52441,54035,149451
BCM,2025-02-18,56023,56686,54628,55360,428091
BCM,2025-02-17,52539,53984,52249,53455,920281
BCM,2025-02-16,53102,54461,52130,53856,186812
BCM,2025-02-15,52164,53510,51201,52927,593491
BCM,2025-02-14,54038,54796,53777,54607,766152
BCM,2025-02-13,54819,55551,54065,54302,354283
BCM,2025-02-12,50827,51998,50602,51775,591717
BCM,2025-02-11,53542,53562,52371,52963,898472
BCM,2025-02-10,51476,51822,50998,51364,747368
BCM,2025-02-09,52790,53222,51807,52734,673993
BCM,2025-02-08,51138,51809,50422,51674,450127
BCM,2025-02-07,54007,54242,53003,53323,165258
BCM,2025-02-06,52945,53892,52442,52945,492886
BCM,2025-02-05,49966,50867,49024,50691,649991
BCM,2025-02-04,51624,52167,50536,51330,613096
BCM,2025-02-03,51230,52395,51165,52210,345450
BCM,2025-02-02,54311,54461,53171,53444,222795
BCM,2025-02-01,49672,51073,48739,50309,744093
BCM,2025-01-31,53603,54290,52464,53188,943737
BCM,2025-01-30,51576,52550,50680,50825,525071
BCM,2025-01-29,50719,50891,49855,50802,341339
BCM,2025-01-28,49924,50512,49789,50210,253173
BCM,2025-01-27,51791,52571,50144,51082,738871
BCM,2025-01-26,51267,51698,51215,51613,686202
BCM,2025-01-25,52771,53733,51616,52215,384516
BCM,2025-01-24,50495,50515,49764,49874,767127
BCM,2025-01-23,50198,50985,49006,49740,442252
BCM,2025-01-22,49348,49439,48150,49020,178965
BCM,2025-01-21,53005,53038,51893,52479,488953
BCM,2025-01-20,51267,52402,50480,52141,412513
BCM,2025-01-19,49796,49826,49115,49816,925521
BCM,2025-01-18,47844,49265,47537,48828,895779
BCM,2025-01-17,49113,50022,48878,49017,757383
BCM,2025-01-16,49659,50393,49278,49448,641127
BCM,2025-01-15,48184,49223,47189,49098,842114
BCM,2025-01-14,47415,48714,47254,48286,935366
BID,2025-04-13,59755,59889,58519,58808,747119
BID,2025-04-12,57680,58889,57553,58359,668768
BID,2025-04-11,61515,62420,60573,60767,655868
BID,2025-04-10,59106,59748,58261,58922,949227
BID,2025-04-09,57321,58136,55979,56613,947286
BID,2025-04-08,58678,60316,58117,59644,902458
BID,2025-04-07,58248,59081,57309,58271,313907
BID,2025-04-06,59896,60185,59455,59841,245875
BID,2025-04-05,57692,59467,57488,58497,403130
BID,2025-04-04,55566,57030,55291,56291,120297
BID,2025-04-03,58457,59341,57785,58316,902123
BID,2025-04-02,56832,57090,56095,56459,111712
BID,2025-04-01,60472,61148,59653,59756,177055
BID,2025-03-31,58963,59602,58124,58634,221052
BID,2025-03-30,55997,57673,55757,56948,441605
BID,2025-03-29,59948,60050,59243,59432,247943
BID,2025-03-28,56047,57580,55784,56889,720120
BID,2025-03-27,58493,58806,58209,58804,413430
BID,2025-03-26,55366,55528,54773,55499,846777
BID,2025-03-25,58486,58560,57589,58510,696983
BID,2025-03-24,56392,57354,55418,57114,221574
BID,2025-03-23,59267,59621,57415,58292,792343
BID,2025-03-22,56915,58056,56330,57265,458723
BID,2025-03-21,56438,57320,55676,56316,650249
BID,2025-03-20,56791,57947,55913,57446,128065
BID,2025-03-19,57190,58411,56904,57618,589540
BID,2025-03-18,56888,57412,56529,56749,893446
BID,2025-03-17,55044,55464,53486,54344,874260
BID,2025-03-16,57355,58140,56647,56679,267976
BID,2025-03-15,55982,56763,54609,55180,814477
BID,2025-03-14,57727,58110,57366,57904,980924
BID,2025-03-13,57410,57945,56217,57198,262410
BID,2025-03-12,53939,54988,53018,54473,978624
BID,2025-03-11,55157,55384,53631,54309,407841
BID,2025-03-10,54848,55785,54820,55061,534926
BID,2025-03-09,55277,55601,54624,55027,106225
BID,2025-03-08,57909,58180,56666,57387,469227
BID,2025-03-07,53345,53508,53306,53365,421214
BID,2025-03-06,56475,56994,56424,56817,725146
BID,2025-03-05,55530,56072,55140,55888,977862
BID,2025-03-04,55982,57536,55230,56597,831823
BID,2025-03-03,55660,56611,55036,55066,517925
BID,2025-03-02,55303,56486,54367,55638,660445
BID,2025-03-01,53883,54580,52970,53245,279830
BID,2025-02-28,53288,54737,52843,54278,435660
BID,2025-02-27,53513,54594,53079,54386,157818
BID,2025-02-26,55515,56140,55438,55885,253221
BID,2025-02-25,54586,55235,54036,54586,240946
BID,2025-02-24,54083,54483,53473,53680,507719
BID,2025-02-23,55649,56330,55071,56061,566350
BID,2025-02-22,53486,53896,53017,53629,452953
BID,2025-02-21,51889,52209,51366,52119,210935
BID,2025-02-20,52352,52738,51166,51886,271091
BID,2025-02-19,51760,52805,51670,52134,937123
BID,2025-02-18,52982,54035,52396,53269,516946
BID,2025-02-17,52626,53873,52401,53275,139815
BID,2025-02-16,53415,54172,52533,52727,350946
BID,2025-02-15,53502,54203,52643,52704,688530
BID,2025-02-14,53346,54147,51637,52467,986875
BID,2025-02-13,55385,55510,54446,54945,472709
BID,2025-02-12,52263,52581,51215,51867,969517
BID,2025-02-11,53435,53482,52221,53163,432400
BID,2025-02-10,51573,52387,51275,51446,817738
BID,2025-02-09,52512,52833,51748,52361,777611
BID,2025-02-08,50775,51544,49900,51542,655104
BID,2025-02-07,50404,51831,49513,51080,782258
BID,2025-02-06,52372,53290,50675,51532,974114
BID,2025-02-05,50931,51906,50247,50825,803598
BID,2025-02-04,52733,53600,51575,51903,728979
BID,2025-02-03,51575,52260,51461,52244,100290
BID,2025-02-02,52057,52326,51565,52208,584555
BID,2025-02-01,51292,52608,50324,51859,847594
BID,2025-01-31,52406,52830,51377,52086,556628
BID,2025-01-30,50694,50846,49463,50159,460862
BID,2025-01-29,52187,53156,50894,51218,748014
BID,2025-01-28,51547,52109,50199,50978,121151
BID,2025-01-27,51443,51804,50531,51259,822630
BID,2025-01-26,50422,50512,49866,50104,119719
BID,2025-01-25,50184,50192,50086,50146,220119
BID,2025-01-24,52084,53885,51128,53030,648738
BID,2025-01-23,52842,53448,52680,52855,740080
BID,2025-01-22,51118,52045,51111,51645,152937
BID,2025-01-21,50499,51278,50290,50386,643415
BID,2025-01-20,52044,52735,50623,51386,538369
BID,2025-01-19,48504,49474,48468,48661,365368
BID,2025-01-18,50871,52190,50060,51774,851765
BID,2025-01-17,52267,53189,51803,52311,846276
BID,2025-01-16,52313,53221,51290,51489,638170
BID,2025-01-15,49986,50045,48888,49506,396607
BID,2025-01-14,49937,50224,49211,49286,161493
BVH,2025-04-13,59196,60556,59070,59668,743481
BVH,2025-04-12,59974,60692,59220,60410,283761
BVH,2025-04-11,56112,57698,55570,56970,374935
BVH,2025-04-10,59848,60101,58249,59053,202355
BVH,2025-04-09,58564,58879,58229,58387,448858
BVH,2025-04-08,57036,57950,56613,56986,823202
BVH,2025-04-07,57452,57709,56518,56763,566290
BVH,2025-04-06,59197,60070,57381,58353,349005
BVH,2025-04-05,58200,59321,57861,58543,948018
BVH,2025-04-04,57968,58816,57547,57835,767891
BVH,2025-04-03,59217,60827,58869,59971,406213
BVH,2025-04-02,58525,59125,57750,58175,600069
BVH,2025-04-01,58071,59004,57185,58302,939712
BVH,2025-03-31,58035,58998,56331,57245,817052
BVH,2025-03-30,57768,58617,57091,57404,637475
BVH,2025-03-29,57614,57823,57147,57217,176348
BVH,2025-03-28,56837,56973,56350,56510,112688
BVH,2025-03-27,56855,57038,56486,57006,248525
BVH,2025-03-26,57568,57939,56886,57922,494347
BVH,2025-03-25,55542,56895,54699,56010,727884
BVH,2025-03-24,55864,56484,55804,56263,779332
BVH,2025-03-23,56347,56748,56249,56452,204619
BVH,2025-03-22,56203,56412,55262,55502,514137
BVH,2025-03-21,58130,58614,57171,58494,110635
BVH,2025-03-20,55714,56901,54947,56241,452035
BVH,2025-03-19,56823,57455,56094,56807,623024
BVH,2025-03-18,56547,57445,55799,56235,272637
BVH,2025-03-17,56897,57391,56250,56549,747860
BVH,2025-03-16,57097,57496,56326,56471,821521
BVH,2025-03-15,58089,58387,57271,57328,587260
BVH,2025-03-14,55287,56905,54838,56135,288061
BVH,2025-03-13,54638,55993,53679,55240,357521
BVH,2025-03-12,57005,57532,56044,57036,228332
BVH,2025-03-11,54749,54830,53154,54134,338651
BVH,2025-03-10,56033,57005,55005,55734,879469
BVH,2025-03-09,54013,54530,53247,53765,454504
BVH,2025-03-08,54295,54866,52913,53867,868508
BVH,2025-03-07,56071,57100,55950,56911,272418
BVH,2025-03-06,55783,56301,55546,56279,406957
BVH,2025-03-05,55153,56020,54556,55485,267837
BVH,2025-03-04,56767,56908,55659,56441,710613
BVH,2025-03-03,55794,56677,54635,55613,538362
BVH,2025-03-02,55972,57099,55897,56134,872648
BVH,2025-03-01,54064,54763,52581,53314,313984
BVH,2025-02-28,54984,55891,54449,54526,431002
BVH,2025-02-27,53180,54226,52817,53312,246805
BVH,2025-02-26,53923,54751,53126,54242,629778
BVH,2025-02-25,53273,53737,52518,52855,771433
BVH,2025-02-24,51517,53319,51023,52517,452105
BVH,2025-02-23,54108,55122,53403,54150,282026
BVH,2025-02-22,51961,53379,51270,52920,516718
BVH,2025-02-21,55673,56261,55607,55679,451902
BVH,2025-02-20,54964,56602,54445,55797,632596
BVH,2025-02-19,52860,53853,52207,52967,100440
BVH,2025-02-18,53936,54103,53274,53979,106372
BVH,2025-02-17,52294,53027,51633,52803,144045
BVH,2025-02-16,52364,52943,51272,51494,380681
BVH,2025-02-15,53911,55052,53395,54601,833228
BVH,2025-02-14,51270,51591,51081,51290,123989
BVH,2025-02-13,53781,54750,53345,54048,693047
BVH,2025-02-12,54292,54921,53621,54729,515571
BVH,2025-02-11,51202,52017,50771,51200,593335
BVH,2025-02-10,50751,51200,50442,50809,765042
BVH,2025-02-09,53463,54483,53104,53570,459080
BVH,2025-02-08,50606,52157,50333,51395,854974
BVH,2025-02-07,53025,54300,52822,53933,785313
BVH,2025-02-06,54070,54232,52994,53100,511218
BVH,2025-02-05,50547,51997,49953,51159,837514
BVH,2025-02-04,50877,51500,50793,50861,797406
BVH,2025-02-03,52919,53844,52202,53287,944889
BVH,2025-02-02,51507,51547,49866,50846,924414
BVH,2025-02-01,51140,51224,49866,50564,399786
BVH,2025-01-31,51088,51755,50875,50987,751977
BVH,2025-01-30,54335,54740,53383,53582,243737
BVH,2025-01-29,52730,53976,51931,53384,788162
BVH,2025-01-28,53154,54068,52119,52443,641232
BVH,2025-01-27,52111,53171,51756,52658,728992
BVH,2025-01-26,51590,51910,51371,51803,860719
BVH,2025-01-25,52741,52975,51418,51922,989024
BVH,2025-01-24,51009,52194,50978,51308,218972
BVH,2025-01-23,51816,53428,51156,52593,844141
BVH,2025-01-22,50552,51492,49932,51029,772010
BVH,2025-01-21,50832,52108,50409,51814,974726
BVH,2025-01-20,52684,53082,51213,51981,839153
BVH,2025-01-19,49775,50698,49035,50528,602043
BVH,2025-01-18,50471,51363,49850,51243,837690
BVH,2025-01-17,50434,50922,49682,50182,595431
BVH,2025-01-16,49662,50348,49276,49477,180785
BVH,2025-01-15,49156,49367,48404,48417,197246
BVH,2025-01-14,52712,53661,51636,52015,364034
CTG,2025-04-13,58651,59821,57661,58863,408901
CTG,2025-04-12,58687,59052,57694,57862,411172
CTG,2025-04-11,57521,58186,56446,57293,643288
CTG,2025-04-10,57230,59082,56612,58094,530312
CTG,2025-04-09,60122,61018,58718,59277,462652
CTG,2025-04-08,58737,59325,57947,58538,455406
CTG,2025-04-07,57219,58355,56517,58163,458795
CTG,2025-04-06,56371,57890,55873,57142,956164
CTG,2025-04-05,58681,59392,58448,59081,903064
CTG,2025-04-04,58241,59229,57478,59080,280646
CTG,2025-04-03,56075,56836,55677,56272,849917
CTG,2025-04-02,58688,58916,57353,58086,841522
CTG,2025-04-01,57217,57556,56585,57398,153708
CTG,2025-03-31,57320,58228,56178,56618,117588
CTG,2025-03-30,55532,55628,55457,55602,265827
CTG,2025-03-29,55581,57091,55145,56311,514782
CTG,2025-03-28,57596,58678,57283,58267,908971
CTG,2025-03-27,58930,58951,58082,58547,378923
CTG,2025-03-26,56972,57690,56522,56720,390552
CTG,2025-03-25,55531,56491,55107,56248,559530
CTG,2025-03-24,56915,57894,56377,56620,519336
CTG,2025-03-23,56724,57147,55723,55848,713136
CTG,2025-03-22,55041,55347,54457,55248,955645
CTG,2025-03-21,56010,56484,54567,55451,296058
CTG,2025-03-20,56416,57273,55614,55997,221412
CTG,2025-03-19,55629,56099,54566,55307,845312
CTG,2025-03-18,55925,56424,54353,55034,283066
CTG,2025-03-17,57293,58462,57252,57807,705235
CTG,2025-03-16,56298,56550,55753,56544,627844
CTG,2025-03-15,56815,57454,56373,56426,671049
CTG,2025-03-14,55923,56086,54979,55542,267353
CTG,2025-03-13,57351,58392,56724,57502,848829
CTG,2025-03-12,57199,57671,56694,57239,612172
CTG,2025-03-11,55016,56148,54151,55567,660716
CTG,2025-03-10,54347,55959,53496,55005,673452
CTG,2025-03-09,54708,56133,53838,55448,937883
CTG,2025-03-08,54648,55118,54200,54855,320470
CTG,2025-03-07,53446,54498,52895,54276,291453
CTG,2025-03-06,56429,56671,54685,55658,384071
CTG,2025-03-05,53921,54052,53147,53697,503106
CTG,2025-03-04,55717,56886,55075,56662,182568
CTG,2025-03-03,55681,56139,55328,55921,449889
CTG,2025-03-02,53198,54453,52317,54124,338553
CTG,2025-03-01,54079,55110,53132,54141,225412
CTG,2025-02-28,55797,55902,55388,55497,426787
CTG,2025-02-27,55499,56510,55475,55564,130480
CTG,2025-02-26,55042,56085,54451,55261,892084
CTG,2025-02-25,52446,53854,52313,53123,863227
CTG,2025-02-24,55332,56277,55143,55908,735423
CTG,2025-02-23,56810,57212,55609,55917,279705
CTG,2025-02-22,51575,53019,51247,52241,511736
CTG,2025-02-21,53529,54339,52461,52790,677733
CTG,2025-02-20,55527,55700,54853,54884,151268
CTG,2025-02-19,52281,52844,51953,52314,530501
CTG,2025-02-18,54883,56291,53937,55583,327049
CTG,2025-02-17,54117,54339,53423,54213,821316
CTG,2025-02-16,54784,55636,54419,54678,164399
CTG,2025-02-15,53611,54497,52799,54116,220700
CTG,2025-02-14,54858,55550,53499,54479,411856
CTG,2025-02-13,52762,54687,52676,53726,919420
CTG,2025-02-12,51528,52038,51326,51405,774380
CTG,2025-02-11,53305,54261,53292,53596,918875
CTG,2025-02-10,55009,55601,53387,54092,903133
CTG,2025-02-09,52213,52743,50539,51294,185902
CTG,2025-02-08,50173,51927,49572,51102,109387
CTG,2025-02-07,52516,53497,51588,53304,418385
CTG,2025-02-06,54389,54633,53322,54135,651599
CTG,2025-02-05,53563,53897,52014,52655,853738
CTG,2025-02-04,50243,51105,50127,50637,537212
CTG,2025-02-03,51875,52008,51240,51560,304670
CTG,2025-02-02,51553,52533,50074,50999,344001
CTG,2025-02-01,52940,53687,52260,53080,558393
CTG,2025-01-31,52191,53568,51835,52864,475708
CTG,2025-01-30,52088,53636,51316,52864,701597
CTG,2025-01-29,53933,54902,53069,53587,526411
CTG,2025-01-28,53435,54325,52523,52749,206748
CTG,2025-01-27,51708,52063,51461,51650,523106
CTG,2025-01-26,49119,50658,48893,49945,345197
CTG,2025-01-25,51436,52158,51215,52058,212661
CTG,2025-01-24,50151,51888,49227,51012,742857
CTG,2025-01-23,50243,51238,49417,49573,752133
CTG,2025-01-22,51481,52376,50567,52221,894666
CTG,2025-01-21,49149,49610,48686,49244,748533
CTG,2025-01-20,49901,50345,48486,48950,957356
CTG,2025-01-19,49369,50429,48817,49489,978479
CTG,2025-01-18,47868,49147,47075,48639,720802
CTG,2025-01-17,50514,50779,49511,50386,663237
CTG,2025-01-16,49423,49776,49190,49248,416972
CTG,2025-01-15,50319,51312,49686,50545,840117
CTG,2025-01-14,50424,50634,50352,50532,853899
FPT,2025-04-13,59914,61284,59025,60909,632329
FPT,2025-04-12,57454,57493,56464,57018,629933
FPT,2025-04-11,58263,58284,57151,57467,205813
FPT,2025-04-10,60966,61416,60120,60330,102750
FPT,2025-04-09,57885,58151,56833,57169,755822
FPT,2025-04-08,56815,57403,56067,57042,850943
FPT,2025-04-07,59298,59421,58066,58675,478941
FPT,2025-04-06,57858,58179,57331,58107,553000
FPT,2025-04-05,57425,58941,56623,57972,214585
FPT,2025-04-04,57118,57687,56744,57420,559434
FPT,2025-04-03,56242,56942,55982,56107,680998
FPT,2025-04-02,58037,59092,57605,58320,456547
FPT,2025-04-01,56107,57708,55907,57075,571266
FPT,2025-03-31,57254,57855,56771,56947,478776
FPT,2025-03-30,57762,58765,57032,58014,439591
FPT,2025-03-29,56384,57028,55504,55580,406143
FPT,2025-03-28,58697,59472,58183,58527,734246
FPT,2025-03-27,56004,56939,55204,55899,462995
FPT,2025-03-26,59409,59671,58654,59023,224282
FPT,2025-03-25,56048,56364,54823,55545,388448
FPT,2025-03-24,56269,57180,55524,57172,477222
FPT,2025-03-23,58239,58510,57504,57725,788194
FPT,2025-03-22,54883,55825,54437,55628,781988
FPT,2025-03-21,56435,57259,55480,56208,566611
FPT,2025-03-20,57837,59247,57557,58583,390557
FPT,2025-03-19,56415,57135,56236,56929,256071
FPT,2025-03-18,55768,56409,55563,56009,975810
FPT,2025-03-17,54856,55893,54592,55445,935801
FPT,2025-03-16,55977,56276,55340,55580,586098
FPT,2025-03-15,57269,57769,55998,56491,289241
FPT,2025-03-14,56588,56739,56163,56285,268974
FPT,2025-03-13,56015,56908,55804,56625,665514
FPT,2025-03-12,56657,57383,55746,56160,427440
FPT,2025-03-11,57548,58193,57546,57627,172850
FPT,2025-03-10,56109,56536,55156,56037,811949
FPT,2025-03-09,54695,54717,53511,54118,381309
FPT,2025-03-08,55548,56233,54471,54615,503606
FPT,2025-03-07,56525,56590,55148,55568,726682
FPT,2025-03-06,53629,54582,52360,53292,784978
FPT,2025-03-05,53441,54661,52729,54337,489937
FPT,2025-03-04,54848,55282,53861,53861,905838
FPT,2025-03-03,52578,53396,51648,53378,204634
FPT,2025-03-02,55608,55912,54502,55200,289286
FPT,2025-03-01,52384,53244,51806,53210,208609
FPT,2025-02-28,54670,55027,54387,54607,368802
FPT,2025-02-27,56068,56664,55660,55856,337032
FPT,2025-02-26,54546,54838,53856,53912,281676
FPT,2025-02-25,52937,53327,52749,53084,582231
FPT,2025-02-24,56170,56761,54706,55505,653442
FPT,2025-02-23,53407,54418,52929,54308,122332
FPT,2025-02-22,53328,53328,53295,53313,650165
FPT,2025-02-21,53274,53442,52522,53317,805940
FPT,2025-02-20,54008,54357,52625,53099,631448
FPT,2025-02-19,52901,53398,51990,52881,181046
FPT,2025-02-18,52702,53602,52150,52419,664256
FPT,2025-02-17,52558,53541,52505,53171,682704
FPT,2025-02-16,53580,53921,52184,52602,209703
FPT,2025-02-15,53949,54974,53347,54932,140341
FPT,2025-02-14,54762,54975,53774,54187,732658
FPT,2025-02-13,54420,54921,53941,54883,757829
FPT,2025-02-12,51669,52607,51157,51211,760246
FPT,2025-02-11,51798,52564,51454,52375,177767
FPT,2025-02-10,53173,54576,52615,53934,928511
FPT,2025-02-09,53598,53727,52366,53008,535266
FPT,2025-02-08,52865,53331,52728,53068,962227
FPT,2025-02-07,52534,53188,51996,53054,561304
FPT,2025-02-06,52224,53071,51814,52445,708766
FPT,2025-02-05,54752,55093,53740,53860,417580
FPT,2025-02-04,49946,50693,49878,50302,599527
FPT,2025-02-03,50160,51336,49681,51160,952693
FPT,2025-02-02,52188,52720,50400,51332,213317
FPT,2025-02-01,50789,51843,50012,50953,210645
FPT,2025-01-31,50149,50723,49031,49894,428978
FPT,2025-01-30,49107,50330,48848,49954,303885
FPT,2025-01-29,50963,51615,50958,51023,818220
FPT,2025-01-28,50172,51008,49730,49954,999806
FPT,2025-01-27,50728,51239,48946,49895,112890
FPT,2025-01-26,49091,49810,48974,49607,380111
FPT,2025-01-25,53563,53814,52641,52729,466709
FPT,2025-01-24,50956,51877,50631,51561,293226
FPT,2025-01-23,51982,53618,51481,52948,531089
FPT,2025-01-22,53111,54087,52766,52886,734966
FPT,2025-01-21,49798,50623,48987,49383,681959
FPT,2025-01-20,51932,52581,51117,52298,728752
FPT,2025-01-19,48792,49478,48644,48857,524802
FPT,2025-01-18,51862,52353,51300,52157,730169
FPT,2025-01-17,51286,52212,50613,51586,327295
FPT,2025-01-16,50377,51396,49425,50680,121247
FPT,2025-01-15,50620,51880,50582,51510,265282
FPT,2025-01-14,50776,51918,50506,51046,612129
